Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
-0.29120613630299697,-1.0038312749422738,-0.5513888708095654,0.13448370796059614,0.3498901100652485,-0.34860347279465675,-0.20394704729191318,-0.12341836620329988,1.1980887067689727,0.9688526561226671,-0.0696850714091738,-0.07831874992575671,-0.15023354710142717,0.915143168979592,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,1.3658649437387331,-0.5700630847800775,-0.16073750925755798,-0.15592495133436848,-0.30093144104421077,-0.5088579941219874,0.18328366627915593,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,-0.7736414641957894,-1.1405175075791347,0.34190180561961775,-0.1944278599347866,-1.4987567631073644,0.9990682346155548,0.13688889559478015
-0.29120613630299697,-1.0038312749422738,-0.5513888708095654,0.48354404936838097,0.3498901100652485,-0.34860347279465675,-0.27992988781007605,-0.12341836620329988,1.1980887067689727,0.9688526561226671,-0.18407072433916732,-0.19737805232577948,0.7637250619786984,-1.092725197430065,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,-0.5700630847800775,-0.5649417100599008,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.05739941162879715,0.43261925187811495,0.2834846422808396,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,0.5013502196027108,-0.1380442583062086,0.24640961804464998,-0.1944278599347866,-1.4987567631073644,0.9990682346155548,0.13688889559478015
1.3737026139010518,1.1638936514625509,-0.5513888708095654,0.5517739744594211,-2.858040199574425,-0.34860347279465675,0.5558813578897157,-0.12341836620329988,1.134183660223352,0.9688526561226671,-0.0696850714091738,-0.07831874992575671,-0.48008327067921674,-1.092725197430065,-0.1082634907025292,-0.3634800164092309,-2.747418639149112,-0.7321368079502323,-0.5700630847800775,1.9950182283549371,-0.15592495133436848,-0.30093144104421077,-0.5088579941219874,-0.5387655674447033,0.10554394053510098,-0.003323500870789454,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,0.24635188284301077,-0.8063597578214927,0.15091743046968215,-0.1944278599347866,0.418795582653498,1.7953650141362323,-0.7590822079934056
-0.29120613630299697,-0.09110499014024238,0.2135524125283616,0.3930652356606974,0.3498901100652485,-0.34860347279465675,-0.27992988781007605,-0.12341836620329988,-0.01610717759782242,-0.2038439921192934,-0.22219927531583183,-0.2767509205924613,0.16587243799395526,-1.092725197430065,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,1.7541918196400772,-0.5649417100599008,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.10554394053510098,0.11959427476562288,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,0.5013502196027108,0.19611349145143347,0.5567592276632953,-0.1944278599347866,-0.2955866638064307,0.13038083877481565,0.7667299684141978
-0.29120613630299697,-1.0038312749422738,0.9784936958662886,0.10382968364433173,0.3498901100652485,-0.34860347279465675,0.40391567685338997,-0.12341836620329988,-1.1663980154189968,-1.376540640361254,-0.26032782629249634,-0.11800518405909764,0.11776935330552642,0.915143168979592,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,-0.5700630847800775,-0.6996764436606817,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.43261925187811495,0.8297858673315613,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,1.0113468931221108,0.5302712412090755,0.6920398267278332,-0.1944278599347866,-1.00996891026636,0.13038083877481565,1.5518135591820637
-0.29120613630299697,-0.661558918141512,-0.5513888708095654,0.1206399550435735,0.3498901100652485,-0.05669377402812387,3.5951949786162314,-0.12341836620329988,-0.9746828757821343,-1.246241012778814,-0.33658492824582537,-0.15769161819243857,3.643038274043155,-1.092725197430065,-0.1082634907025292,2.751182884492145,0.36397802131447454,1.3658649437387331,-0.5700630847800775,0.9171403595486896,-0.15592495133436848,-0.30093144104421077,-0.5088579941219874,-0.5387655674447033,-0.22153137080791296,0.7956420407658913,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,0.5013502196027108,-0.47220200806385065,1.1440361812493471,-0.1944278599347866,0.8699843698913484,-1.1002596386662313,0.3453574196969818
-0.29120613630299697,-1.0038312749422738,-0.5513888708095654,0.4439904696054592,0.3498901100652485,-0.34860347279465675,1.9995553277348108,-0.12341836620329988,0.9424685205864894,0.2522047044192468,-0.4128420301991544,-0.19737805232577948,2.275536295043568,0.915143168979592,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,-0.5700630847800775,-0.6996764436606817,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,0.43261925187811495,0.9322173470285716,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.2636447906763893,0.5302712412090755,0.8875714489051482,-0.1944278599347866,-1.4987567631073644,0.9990682346155548,0.13688889559478015
-0.29120613630299697,-1.0038312749422738,-0.5513888708095654,0.17947590494091967,0.3498901100652485,-0.34860347279465675,0.1759671552989013,-0.12341836620329988,-1.1663980154189968,1.0340024699138872,-0.26032782629249634,-0.19737805232577948,-0.3357740166139341,-1.092725197430065,9.236724157986515,2.751182884492145,-2.747418639149112,1.3658649437387331,-0.5700630847800775,-0.5649417100599008,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,-0.22153137080791296,0.18105316258382922,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,0.19611349145143347,0.15091743046968215,-0.1944278599347866,-1.00996891026636,0.13038083877481565,1.5518135591820637
-0.29120613630299697,1.1638936514625509,-0.5513888708095654,0.0632872643873369,0.3498901100652485,-0.34860347279465675,0.031599758314391366,-0.12341836620329988,1.134183660223352,0.9688526561226671,-0.29845637726916086,-0.11800518405909764,0.2071036534411786,-1.092725197430065,-0.1082634907025292,2.751182884492145,0.36397802131447454,-0.7321368079502323,1.7541918196400772,0.9171403595486896,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,-1.4746752573367767,-1.9499106961796095,-0.1944278599347866,-0.1827894669969686,-0.448744091785677,0.8909239827729564
1.3737026139010518,1.1638936514625509,-0.5513888708095654,0.5517739744594211,-2.858040199574425,-0.34860347279465675,0.5558813578897157,-0.12341836620329988,1.134183660223352,0.9688526561226671,-0.0696850714091738,-0.0386323157924158,0.2071036534411786,-1.092725197430065,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,-0.5700630847800775,1.4560792939518135,-0.15592495133436848,-0.30093144104421077,-0.5088579941219874,-0.7794486453526563,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,-0.7736414641957894,-1.4746752573367767,-1.9499106961796095,-0.1944278599347866,-0.8219735822505891,-1.4622127202665394,-1.3889232808128236
-0.29120613630299697,-0.09110499014024238,-0.5513888708095654,0.18738662089350402,0.3498901100652485,-0.34860347279465675,-1.2677068145461936,-0.12341836620329988,1.1980887067689727,0.9688526561226671,-0.0696850714091738,-0.19737805232577948,-1.1878858025232237,0.915143168979592,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,-0.5700630847800775,-0.16073750925755798,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.10554394053510098,0.6932105610688809,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,0.5302712412090755,1.0421778478360482,-0.1944278599347866,-0.1827894669969686,-0.448744091785677,0.8909239827729564
-0.29120613630299697,-1.0038312749422738,1.7434349792042159,0.3930652356606974,0.3498901100652485,-0.34860347279465675,-0.5838612498827276,-0.12341836620329988,-0.9746828757821343,-0.2038439921192934,-0.33658492824582537,-0.2370644864591204,-0.6175206555032958,0.915143168979592,-0.1082634907025292,-0.3634800164092309,0.36397802131447454,-0.7321368079502323,-0.5700630847800775,-0.5649417100599008,-0.15592495133436848,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.43261925187811495,0.781008972237747,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.008646453916689271,0.5302712412090755,0.9148549310694246,2.4318324313217397,1.7347628787638938,-0.6659159407458617,-0.4131131679940072
